iter	MultiClass
267	0.851457121
268	0.8505635962
269	0.8496591253
270	0.848616015
271	0.847521794
272	0.8462581636
273	0.8454890637
274	0.84473582
275	0.8437494218
276	0.8430925413
277	0.8423565886
278	0.8413858089
279	0.8412136716
280	0.8403020756
281	0.8392002245
282	0.8381321531
283	0.8371718978
284	0.8361955466
285	0.8354428976
286	0.8345602133
287	0.8336310506
288	0.8329174978
289	0.8322170811
290	0.8314527789
291	0.8306785977
292	0.8296501707
293	0.8288175483
294	0.8287122831
295	0.8277933474
296	0.8269157598
297	0.8258080179
298	0.8246347266
299	0.8237370087
300	0.8227715099
301	0.8219598348
302	0.821290063
303	0.8202968798
304	0.8193375344
305	0.8185266471
306	0.81763734
307	0.8165644576
308	0.8157854313
309	0.8149958186
310	0.8138391416
311	0.8128709871
312	0.8121905953
313	0.8112460449
314	0.8103546057
315	0.8093366056
316	0.8084171951
317	0.8073470204
318	0.8065566601
319	0.8055400213
320	0.8047170742
321	0.8037550777
322	0.8029009861
323	0.8021678693
324	0.801346036
325	0.8006663406
326	0.7997954105
327	0.7989178905
328	0.7982258584
329	0.7974331411
330	0.7964867115
331	0.7956681406
332	0.7948594527
333	0.7939762572
334	0.7933471306
335	0.7926442362
336	0.7916917484
337	0.7909900136
338	0.7903172392
339	0.7896990798
340	0.7890322426
341	0.7885584733
342	0.7878124
343	0.7870848018
344	0.7860620813
345	0.785253781
346	0.7845042101
347	0.783700288
348	0.7831487991
349	0.7821748352
350	0.7814893266
351	0.7809088307
352	0.7802607092
353	0.7795021505
354	0.7788918549
355	0.7781298459
356	0.7774425337
357	0.7767660581
358	0.7761067833
359	0.7754164814
360	0.7747475682
361	0.7741342961
362	0.7733399565
363	0.7725745968
364	0.7718118044
365	0.771054521
366	0.7704146417
367	0.7698150006
368	0.7689390963
369	0.7683575945
370	0.7675964777
371	0.7667264932
372	0.7662535103
373	0.7655410642
374	0.765102648
375	0.7646904446
376	0.7638983986
377	0.7631784714
378	0.7625222568
379	0.7616421143
380	0.7608068489
381	0.7600874274
382	0.7596349221
383	0.7589520681
384	0.7582838478
385	0.7577039197
386	0.7568656349
387	0.7561561793
388	0.7555911884
389	0.7551307062
390	0.7543300629
391	0.753627959
392	0.7528768267
393	0.7522519169
394	0.7516121985
395	0.7509147644
396	0.7502688151
397	0.7495317969
398	0.7488723454
399	0.7482994956
400	0.7475550275
401	0.746804916
402	0.7462414092
403	0.7457853153
404	0.7452006077
405	0.7445696116
406	0.7439101804
407	0.7432111844
408	0.7426709904
409	0.7421159739
410	0.7415576593
411	0.7409783872
412	0.7403497017
413	0.7397817423
414	0.7391802702
415	0.7385160997
416	0.7378831412
417	0.7372626816
418	0.736627032
419	0.7360844186
420	0.7355562804
421	0.7350676487
422	0.7343689837
423	0.7338783049
424	0.7332719931
425	0.7328118446
426	0.7323289888
427	0.7317629955
428	0.7311929208
429	0.7305515936
430	0.7300189406
431	0.7295267965
432	0.7290254538
433	0.7284428705
434	0.7278859589
435	0.7273830322
436	0.7267774547
437	0.7263734286
438	0.7260568826
439	0.7255095723
440	0.7249397187
441	0.7242417411
442	0.7237660978
443	0.723091015
444	0.7225419018
445	0.7220396497
446	0.7214824885
447	0.7209836097
448	0.7204835367
449	0.7199152707
450	0.7194747074
451	0.7188443111
452	0.7183233904
453	0.7178347488
454	0.7173081854
455	0.7166190953
456	0.7162173658
457	0.7156343568
458	0.7151009691
459	0.7146483448
460	0.7140353392
461	0.7135334766
462	0.7130460792
463	0.7125018691
464	0.7119705591
465	0.7114053018
466	0.7108745839
467	0.7105061628
468	0.7099386906
469	0.7093204269
470	0.7087553609
471	0.7082758616
472	0.7077909264
473	0.7072731172
474	0.7067362397
475	0.7063294389
476	0.7059195352
477	0.705352472
478	0.7047924214
479	0.7043554951
480	0.7038509067
481	0.7032949833
482	0.7028175889
483	0.7023075434
484	0.7019031675
485	0.701437605
486	0.7009156203
487	0.7004464294
488	0.6999881996
489	0.6994549541
490	0.6990724079
491	0.6985639658
492	0.6980797078
493	0.6977539377
494	0.6971339688
495	0.6965864444
496	0.6960085234
497	0.6955572866
498	0.6949275786
499	0.6943573648
500	0.6939450539
501	0.6934311258
502	0.6930368765
503	0.6924573434
504	0.6919816103
505	0.6913844554
506	0.6909568298
507	0.6904071862
508	0.689934869
509	0.6894109633
510	0.6888891715
511	0.6883211424
512	0.6877826204
513	0.6874045219
514	0.6869700089
515	0.6865081847
516	0.6861740937
517	0.685788367
518	0.6852934201
519	0.684894937
520	0.6844822018
521	0.6841157534
522	0.6836157844
523	0.683281755
524	0.6827917007
525	0.6823127734
526	0.6819435334
527	0.6815709228
528	0.6811783826
529	0.6807111995
530	0.6802246748
531	0.6797446735
532	0.6792401298
533	0.6788482108
534	0.6783983469
535	0.6780087442
536	0.6775930778
537	0.6770297639
538	0.6767339093
539	0.676318577
540	0.6759905984
541	0.6756441737
542	0.675260575
543	0.6748552005
544	0.674480596
545	0.6739762889
546	0.6735532078
547	0.6731950806
548	0.6727389265
549	0.6724436072
550	0.6721627743
551	0.6718216047
552	0.6714698894
553	0.6710564149
554	0.6707062602
555	0.6703255781
556	0.6698361013
557	0.6694419245
558	0.6690595708
559	0.6686057635
560	0.6682506226
561	0.66783264
562	0.6673916937
563	0.6669857121
564	0.6666275723
565	0.6662597548
566	0.6658211662
567	0.6654972862
568	0.6651958053
569	0.6647841718
570	0.6642999341
571	0.6639591153
572	0.6636363521
573	0.6632641486
574	0.6628814369
575	0.6624745889
576	0.6620726416
577	0.6616981553
578	0.6613209147
579	0.6608893232
580	0.660521744
581	0.6601459728
582	0.6597436113
583	0.6593844629
584	0.6590638693
585	0.6587530839
586	0.6583646537
587	0.6579140357
588	0.6575159438
589	0.6571430283
590	0.6567466667
591	0.6563899271
592	0.6559292895
593	0.6554875891
594	0.6551819918
595	0.6548068179
596	0.6543904608
597	0.6541056218
598	0.6538372698
599	0.6534240959
600	0.6530858104
601	0.652678328
602	0.6522894387
603	0.6519421857
604	0.6516151419
605	0.651289094
606	0.6510018963
607	0.6506353615
608	0.6502180067
609	0.6498281909
610	0.6493598224
611	0.6490761412
612	0.6487762575
613	0.6484609882
614	0.6481170804
615	0.6479201844
616	0.6475821497
617	0.6473900536
618	0.647037423
619	0.6467303136
620	0.6464202491
621	0.6460543121
622	0.6456906179
623	0.645383374
624	0.6451256571
625	0.6447689699
626	0.6444612991
627	0.64411523
628	0.6437828206
629	0.6434456055
630	0.6431861282
631	0.642950368
632	0.6426640371
633	0.6423229668
634	0.6419773278
635	0.6417072536
636	0.641442266
637	0.6411091561
638	0.6407494097
639	0.6404418749
640	0.6401091468
641	0.6398259176
642	0.6395211745
643	0.639155117
644	0.6388771392
645	0.6385456011
646	0.6382767173
647	0.637968904
648	0.637576839
649	0.6372623048
650	0.6370046385
651	0.6366375471
652	0.6363192784
653	0.636000977
654	0.6357150647
655	0.6353494484
656	0.6351119785
657	0.6347320069
658	0.6344980395
659	0.6341720925
660	0.6338861914
661	0.633582907
662	0.6332482142
663	0.6328959031
664	0.6326528794
665	0.6323451962
666	0.6321210464
667	0.6318230665
668	0.6314938186
669	0.631112171
670	0.6307398139
671	0.6304526919
672	0.6301540338
673	0.6298241298
674	0.6296077559
675	0.629424188
676	0.6290379027
677	0.6287029605
678	0.6284205478
679	0.6280707449
680	0.6278096107
681	0.6275901549
682	0.6272918711
683	0.627019
684	0.6268068043
685	0.6265618956
686	0.6263000731
687	0.6260231424
688	0.6257220148
689	0.6254552541
690	0.6251470587
691	0.6248371062
692	0.6245078979
693	0.6242589067
694	0.6239897642
695	0.6236710061
696	0.6234024534
697	0.6231373176
698	0.6228701767
699	0.6226326132
700	0.6223107061
701	0.6219924152
702	0.6216786615
703	0.6214147861
704	0.6211445427
705	0.6208586151
706	0.6205499586
707	0.6202898577
708	0.6200198195
709	0.6197825537
710	0.6194832876
711	0.6191936181
712	0.6189201181
713	0.6188038472
714	0.6185656654
715	0.618269053
716	0.6180058575
717	0.6177904337
718	0.6174541769
719	0.6172009629
720	0.6169336488
721	0.6166727618
722	0.6164335362
723	0.6161917831
724	0.615930093
725	0.6156422616
726	0.6154368161
727	0.6151862183
728	0.6149125377
729	0.6146563083
730	0.6143848323
731	0.6140849461
732	0.6137543897
733	0.6135299887
734	0.613307492
735	0.6130285078
736	0.6127365197
737	0.6124825624
738	0.6122691709
739	0.6120262131
740	0.6117437141
741	0.6115499799
742	0.611309026
743	0.6110866111
744	0.6108805008
745	0.6105968026
746	0.6103292481
747	0.6100261598
748	0.6097633373
749	0.6094912027
750	0.6093008453
751	0.609055148
752	0.6088234008
753	0.6085271229
754	0.6082989823
755	0.6081162719
756	0.6077948381
757	0.6076228665
758	0.6074147519
759	0.6071542544
760	0.6069321742
761	0.6066603727
762	0.606373834
763	0.606085733
764	0.6058857995
765	0.6055857847
766	0.605336492
767	0.6051685275
768	0.6049348982
769	0.6046897619
770	0.604419807
771	0.6042690575
772	0.6039768374
773	0.6036956923
774	0.6035296226
775	0.6032381029
776	0.6030393507
777	0.6028037536
778	0.6026050008
779	0.6023459178
780	0.6021423223
781	0.6018685003
782	0.6016935409
783	0.6014811023
784	0.6011677799
785	0.6008405102
786	0.6005904442
787	0.6004068166
788	0.6001827697
789	0.5999775681
790	0.5997497608
791	0.5995442901
792	0.5992665365
793	0.5990351456
794	0.5987879618
795	0.5985560227
796	0.5983663653
797	0.5981150931
798	0.5978670971
799	0.5976608191
800	0.5974014045
801	0.5971850551
802	0.596953529
803	0.5966888298
804	0.5964752343
805	0.5963009609
806	0.5961627393
807	0.5959740231
808	0.5957783664
809	0.5955491458
810	0.595322833
811	0.5950924514
812	0.5948085668
813	0.5945792286
814	0.5943923698
815	0.594196359
816	0.5940245457
817	0.5938363662
818	0.5935956219
819	0.5934040141
820	0.5932361613
821	0.5930605056
822	0.5929085511
823	0.5926138697
824	0.5924003242
825	0.5922114611
826	0.5919213289
827	0.591702948
828	0.5914568313
829	0.5912750653
830	0.5910832793
831	0.5908766501
832	0.59065078
833	0.5904402256
834	0.5902315069
835	0.5900139277
836	0.5898422869
837	0.5895879595
838	0.5894653189
839	0.5892848022
840	0.5890608283
841	0.5888922084
842	0.5886931499
843	0.588527398
844	0.5882932443
845	0.5880695302
846	0.5878624269
847	0.5876424387
848	0.5874426315
849	0.5872435371
850	0.5870459174
851	0.5867963522
852	0.5866667424
853	0.5864130587
854	0.5862128224
855	0.5860017495
856	0.5858068243
857	0.5855792899
858	0.585375257
859	0.5851847013
860	0.5849814528
861	0.5848083673
862	0.5846175441
863	0.5844677733
864	0.584221812
865	0.5840322508
866	0.5838522337
867	0.5836695045
868	0.5834768992
869	0.5832772146
870	0.5831442191
871	0.5830077218
872	0.5827676904
873	0.5826293632
874	0.5824100304
875	0.582211186
876	0.5820590637
877	0.581870322
878	0.5817079571
879	0.581532172
880	0.5812958072
881	0.5811492859
882	0.5809149176
883	0.5807097792
884	0.5805187694
885	0.5803147343
886	0.5801158797
887	0.5799756884
888	0.579831112
889	0.5796765174
890	0.5794973996
891	0.579302101
892	0.579096379
893	0.5789250591
894	0.5787497534
895	0.5785547414
896	0.5783942733
897	0.5782407084
898	0.5780606162
899	0.5778737395
900	0.5777235449
901	0.5775838616
902	0.5774697744
903	0.5772994102
904	0.5771279092
905	0.5770020035
906	0.5767935727
907	0.5766498142
908	0.576468127
909	0.5763172473
910	0.5760838693
911	0.5758974901
912	0.5756806431
913	0.5755391816
914	0.5753530891
915	0.5751648519
916	0.5749701007
917	0.5748006067
918	0.5746452411
919	0.574518066
920	0.5743539232
921	0.5741325766
922	0.5739625722
923	0.5737776515
924	0.5736325375
925	0.5735088015
926	0.5733357183
927	0.5731666187
928	0.5730026652
929	0.5728964328
930	0.572697176
931	0.5724824217
932	0.5722888796
933	0.5721213348
934	0.5719662799
935	0.5717709776
936	0.5715909224
937	0.5714068466
938	0.5712140655
939	0.5710793764
940	0.5709609481
941	0.5707740577
942	0.5706170378
943	0.5704611637
944	0.5702891005
945	0.5701410356
946	0.5699641211
947	0.5697933247
948	0.5696705861
949	0.5695357144
950	0.5693600427
951	0.5692126613
952	0.5690487641
953	0.5688743216
954	0.5686617669
955	0.5685148965
956	0.5683753949
957	0.5682221576
958	0.5681021968
959	0.5679820555
960	0.5678309749
961	0.5676912457
962	0.5674923175
963	0.5673512457
964	0.5672035456
965	0.5669890015
966	0.566852862
967	0.5666595975
968	0.5665199834
969	0.5663674883
970	0.5662011266
971	0.5660347192
972	0.5658834176
973	0.5657636918
974	0.5656193638
975	0.5654874502
976	0.5653376011
977	0.5651702894
978	0.5650616983
979	0.5649391991
980	0.56476247
981	0.5645698075
982	0.5644442564
983	0.5642957584
984	0.5641044458
985	0.5639597242
986	0.5638550919
987	0.5636688324
988	0.5634891463
989	0.5633225743
990	0.5631598065
991	0.5630319786
992	0.5627979165
993	0.5626641409
994	0.5624739273
995	0.5623307591
996	0.5621977826
997	0.5620918783
998	0.561926561
999	0.5617772605
