Year,Month,Date,Rank,Name_of_team,Members,Link
2023,january,2,#101,JANO,"{'Name_player_1': ""Aleksi 'allu' Jalli"", 'Link_player_1': 'https://www.hltv.org/player/695/allu', 'Name_player_2': ""Lasse 'ZOREE' Uronen"", 'Link_player_2': 'https://www.hltv.org/player/8576/zoree', 'Name_player_3': ""Olli 'sLowi' Pitkänen"", 'Link_player_3': 'https://www.hltv.org/player/9271/slowi', 'Name_player_4': ""Tony 'arvid' Niemelä"", 'Link_player_4': 'https://www.hltv.org/player/9325/arvid', 'Name_player_5': ""Joona 'Sm1llee' Holmström"", 'Link_player_5': 'https://www.hltv.org/player/18643/sm1llee'}",https://www.hltv.org/team/11827/jano
2023,january,2,#102,Aurora,"{'Name_player_1': ""Viktor 'Lack1' Boldyrev"", 'Link_player_1': 'https://www.hltv.org/player/13240/lack1', 'Name_player_2': ""Aleksandr 'KENSI' Gurkin"", 'Link_player_2': 'https://www.hltv.org/player/19236/kensi', 'Name_player_3': ""Evgeny 'Norwi' Ermolin"", 'Link_player_3': 'https://www.hltv.org/player/19882/norwi', 'Name_player_4': ""Vladislav 'lattykk' Vydrin"", 'Link_player_4': 'https://www.hltv.org/player/20700/lattykk', 'Name_player_5': ""Evgeny 'delus1onn' Plottsov"", 'Link_player_5': 'https://www.hltv.org/player/21709/delus1onn'}",https://www.hltv.org/team/11861/aurora
2023,january,2,#103,Mythic,"{'Name_player_1': ""Ryan 'freakazoid' Abadir"", 'Link_player_1': 'https://www.hltv.org/player/7808/freakazoid', 'Name_player_2': ""Erik 'fl0m' Flom"", 'Link_player_2': 'https://www.hltv.org/player/8503/fl0m', 'Name_player_3': ""Austin 'Cooper' Abadir"", 'Link_player_3': 'https://www.hltv.org/player/15007/cooper', 'Name_player_4': ""Nicholas 'hate' Young"", 'Link_player_4': 'https://www.hltv.org/player/16163/hate'}",https://www.hltv.org/team/5479/mythic
2023,january,2,#104,Enterprise,"{'Name_player_1': ""Erik 'The eLiVe' Sith"", 'Link_player_1': 'https://www.hltv.org/player/14388/the-elive', 'Name_player_2': ""Tomáš 'SYSTEM' Zemko"", 'Link_player_2': 'https://www.hltv.org/player/14965/system', 'Name_player_3': ""Robert 'manguss' Kasper"", 'Link_player_3': 'https://www.hltv.org/player/16432/manguss'}",https://www.hltv.org/team/10873/enterprise
2023,january,2,#105,MOUZ NXT,"{'Name_player_1': ""Marcus 'Q-Q' Krolak-Henriksen"", 'Link_player_1': 'https://www.hltv.org/player/16741/q-q', 'Name_player_2': ""Roberts 'shield' Tipsis"", 'Link_player_2': 'https://www.hltv.org/player/17117/shield', 'Name_player_3': ""Jimi 'Jimpphat' Salo"", 'Link_player_3': 'https://www.hltv.org/player/18850/jimpphat', 'Name_player_4': ""Bram 'Nexius' Campana"", 'Link_player_4': 'https://www.hltv.org/player/20872/nexius', 'Name_player_5': ""Christoffer 'Chr1zN' Storgaard"", 'Link_player_5': 'https://www.hltv.org/player/21983/chr1zn'}",https://www.hltv.org/team/11176/mouz-nxt
2023,january,2,#106,Invictus International,"{'Name_player_1': ""Vadim 'DavCost' Vasilyev"", 'Link_player_1': 'https://www.hltv.org/player/8124/davcost', 'Name_player_2': ""Dmitriy 'facecrack' Alekseyev"", 'Link_player_2': 'https://www.hltv.org/player/8726/facecrack', 'Name_player_3': ""Tal 'meztal' Hahiashvili"", 'Link_player_3': 'https://www.hltv.org/player/18129/meztal', 'Name_player_4': ""Mori 'MOREE' Mizrahi"", 'Link_player_4': 'https://www.hltv.org/player/20533/moree'}",https://www.hltv.org/team/10817/invictus-international
2023,january,2,#107,9 Pandas,"{'Name_player_1': ""Denis 'seized' Kostin"", 'Link_player_1': 'https://www.hltv.org/player/3347/seized', 'Name_player_2': ""Danil 'Porya' Poryadin"", 'Link_player_2': 'https://www.hltv.org/player/17293/porya', 'Name_player_3': ""Dmitriy 'FpSSS' Sofronov"", 'Link_player_3': 'https://www.hltv.org/player/20201/fpsss', 'Name_player_4': ""Daniil 'd1Ledez' Kustov"", 'Link_player_4': 'https://www.hltv.org/player/20357/d1ledez', 'Name_player_5': ""Danila 'TruNiQ' Polymordvinov"", 'Link_player_5': 'https://www.hltv.org/player/21362/truniq'}",https://www.hltv.org/team/11883/9-pandas
2023,january,2,#108,Strife,"{'Name_player_1': ""Ryan 'Snakes' Amann"", 'Link_player_1': 'https://www.hltv.org/player/13229/snakes', 'Name_player_2': ""Gage 'Infinite' Green"", 'Link_player_2': 'https://www.hltv.org/player/14619/infinite', 'Name_player_3': ""Paul 'aris' Wilson"", 'Link_player_3': 'https://www.hltv.org/player/16470/aris', 'Name_player_4': ""Ethan 'reck' Serrano"", 'Link_player_4': 'https://www.hltv.org/player/17378/reck', 'Name_player_5': ""David 'J0LZ' Jolin"", 'Link_player_5': 'https://www.hltv.org/player/17510/j0lz'}",https://www.hltv.org/team/11298/strife
2023,january,2,#109,eSuba,"{'Name_player_1': ""Martin 'Pechyn' Pechoušek"", 'Link_player_1': 'https://www.hltv.org/player/12612/pechyn', 'Name_player_2': ""Lukáš 'luko' Hrabčík"", 'Link_player_2': 'https://www.hltv.org/player/12809/luko', 'Name_player_3': ""Dominik 'Blogg1s' Janita"", 'Link_player_3': 'https://www.hltv.org/player/13567/blogg1s', 'Name_player_4': ""Lukáš 'Levi' Bouřa"", 'Link_player_4': 'https://www.hltv.org/player/15437/levi', 'Name_player_5': ""Jakub 'M1key' Krausko"", 'Link_player_5': 'https://www.hltv.org/player/21165/m1key'}",https://www.hltv.org/team/5412/esuba
2023,january,2,#110,163ON,"{'Name_player_1': ""Vadim 'YumsaN' Toropynin"", 'Link_player_1': 'https://www.hltv.org/player/20504/yumsan', 'Name_player_2': ""Timur 'FL4MUS' Marev"", 'Link_player_2': 'https://www.hltv.org/player/20994/fl4mus', 'Name_player_3': ""Dmitry 'sstiNiX' Khlebnikov"", 'Link_player_3': 'https://www.hltv.org/player/21431/sstinix', 'Name_player_4': ""Maksim 'sh1nejezzz' Vinogradov"", 'Link_player_4': 'https://www.hltv.org/player/22459/sh1nejezzz', 'Name_player_5': ""Maksim 'riskyb0b' Churikov"", 'Link_player_5': 'https://www.hltv.org/player/22460/riskyb0b'}",https://www.hltv.org/team/11881/163on
2023,january,2,#111,777,"{'Name_player_1': ""Kristian 'akez' Kornbakk"", 'Link_player_1': 'https://www.hltv.org/player/8837/akez', 'Name_player_2': ""Mikael 'mikki' Gaup"", 'Link_player_2': 'https://www.hltv.org/player/15406/mikki', 'Name_player_3': ""Alex 'PALM1' Palm"", 'Link_player_3': 'https://www.hltv.org/player/15635/palm1', 'Name_player_4': ""Steffen 'SLY' Amundsen"", 'Link_player_4': 'https://www.hltv.org/player/16927/sly', 'Name_player_5': ""Preben 'Trax' Martinsen"", 'Link_player_5': 'https://www.hltv.org/player/20733/trax'}",https://www.hltv.org/team/10943/777
2023,january,2,#112,EC Brugge,"{'Name_player_1': ""Mateusz 'matty' Kołodziejczyk"", 'Link_player_1': 'https://www.hltv.org/player/8231/matty', 'Name_player_2': ""Steven 'Stev0se' Rombaut"", 'Link_player_2': 'https://www.hltv.org/player/12304/stev0se', 'Name_player_3': ""Robin 'simix' Bynens"", 'Link_player_3': 'https://www.hltv.org/player/14018/simix', 'Name_player_4': ""Richard 'ritchiEE' Mestdagh"", 'Link_player_4': 'https://www.hltv.org/player/19059/ritchiee', 'Name_player_5': ""Mateusz 'n0tice' Wolniak"", 'Link_player_5': 'https://www.hltv.org/player/20364/n0tice'}",https://www.hltv.org/team/10999/ec-brugge
2023,january,2,#113,Forward,"{'Name_player_1': ""Rustem 'mou' Telepov"", 'Link_player_1': 'https://www.hltv.org/player/964/mou', 'Name_player_2': ""Dmitriy 'ProbLeM' Martinov"", 'Link_player_2': 'https://www.hltv.org/player/16870/problem', 'Name_player_3': ""Nikita 'JIaYm' Panyushkin"", 'Link_player_3': 'https://www.hltv.org/player/19232/jiaym', 'Name_player_4': ""Matvey 'k0s' Abramov "", 'Link_player_4': 'https://www.hltv.org/player/22430/k0s', 'Name_player_5': ""Vladislav 'xiELO' Lysov"", 'Link_player_5': 'https://www.hltv.org/player/22471/xielo'}",https://www.hltv.org/team/11889/forward
2023,january,2,#114,Davenport University,"{'Name_player_1': ""Denis 'swicher' Baranov"", 'Link_player_1': 'https://www.hltv.org/player/16861/swicher', 'Name_player_2': ""Collin 'CoJoMo' Moren"", 'Link_player_2': 'https://www.hltv.org/player/20629/cojomo', 'Name_player_3': ""Spencer 'Pugg' Moore"", 'Link_player_3': 'https://www.hltv.org/player/21416/pugg', 'Name_player_4': ""William 'spek' Smith"", 'Link_player_4': 'https://www.hltv.org/player/21723/spek', 'Name_player_5': ""Tommy 'corn' Eckhart"", 'Link_player_5': 'https://www.hltv.org/player/22137/corn'}",https://www.hltv.org/team/11340/davenport-university
2023,january,2,#115,Dripmen,"{'Name_player_1': ""Richard 'Zulu' Wood"", 'Link_player_1': 'https://www.hltv.org/player/16421/zulu', 'Name_player_2': ""Fraser 'Frazehh' Sollom"", 'Link_player_2': 'https://www.hltv.org/player/17656/frazehh', 'Name_player_3': ""Kirk 'Tadpole' Stephens"", 'Link_player_3': 'https://www.hltv.org/player/18218/tadpole', 'Name_player_4': ""Matas 'Extinct' Strumila"", 'Link_player_4': 'https://www.hltv.org/player/20339/extinct', 'Name_player_5': ""Josh 'JAUSTERE' Philpott"", 'Link_player_5': 'https://www.hltv.org/player/21818/jaustere'}",https://www.hltv.org/team/11553/dripmen
2023,january,2,#116,NKT,"{'Name_player_1': ""Hansel 'BnTeT' Ferdinand"", 'Link_player_1': 'https://www.hltv.org/player/7131/bntet', 'Name_player_2': ""Hyun-Pyo 'XigN' Lee"", 'Link_player_2': 'https://www.hltv.org/player/9172/xign', 'Name_player_3': ""Erdenetsogt 'erkaSt' Gantulga"", 'Link_player_3': 'https://www.hltv.org/player/11141/erkast', 'Name_player_4': ""Yesuntumur 'nin9' Gantulga"", 'Link_player_4': 'https://www.hltv.org/player/15072/nin9', 'Name_player_5': ""Munkhbold 'Senzu' Azbayar"", 'Link_player_5': 'https://www.hltv.org/player/20903/senzu'}",https://www.hltv.org/team/11135/nkt
2023,january,2,#117,Isurus,"{'Name_player_1': ""Nicolás 'Noktse' Dávila"", 'Link_player_1': 'https://www.hltv.org/player/2161/noktse', 'Name_player_2': ""Roberto 'reversive' Themtham"", 'Link_player_2': 'https://www.hltv.org/player/9221/reversive', 'Name_player_3': ""Ignacio 'meyern' Meyer"", 'Link_player_3': 'https://www.hltv.org/player/14737/meyern', 'Name_player_4': ""Marcos 'deco' Amato"", 'Link_player_4': 'https://www.hltv.org/player/17039/deco', 'Name_player_5': ""Luciano 'luchov' Herrera"", 'Link_player_5': 'https://www.hltv.org/player/20394/luchov'}",https://www.hltv.org/team/7653/isurus
2023,january,2,#118,Limitless,"{'Name_player_1': ""Max 'Makzwell' Sparrey"", 'Link_player_1': 'https://www.hltv.org/player/19887/makzwell', 'Name_player_2': ""Matthew 'scar' Bruni"", 'Link_player_2': 'https://www.hltv.org/player/20233/scar', 'Name_player_3': ""Kamron 'kmrn' Manii"", 'Link_player_3': 'https://www.hltv.org/player/20572/kmrn', 'Name_player_4': ""Josh 'JBa' Barutt"", 'Link_player_4': 'https://www.hltv.org/player/21665/jba', 'Name_player_5': ""Adam 'Grizz' Golden"", 'Link_player_5': 'https://www.hltv.org/player/22069/grizz'}",https://www.hltv.org/team/11388/limitless
2023,january,2,#119,Lilmix,"{'Name_player_1': ""Max 'quix' Lindkvist"", 'Link_player_1': 'https://www.hltv.org/player/3329/quix', 'Name_player_2': ""Robin 'robiin' Sjögren"", 'Link_player_2': 'https://www.hltv.org/player/7700/robiin', 'Name_player_3': ""Jack 'Jackinho' Ström Mattsson"", 'Link_player_3': 'https://www.hltv.org/player/13669/jackinho', 'Name_player_4': ""Hannes 'hns' Johansson"", 'Link_player_4': 'https://www.hltv.org/player/14217/hns', 'Name_player_5': ""Adam 'bq' Bergqvist"", 'Link_player_5': 'https://www.hltv.org/player/17936/bq'}",https://www.hltv.org/team/9735/lilmix
2023,january,2,#120,Eternal Fire Academy,"{'Name_player_1': ""Ahmet 'cyber' Akpınar"", 'Link_player_1': 'https://www.hltv.org/player/20264/cyber', 'Name_player_2': ""Alperen 'TR0JN' Kilic"", 'Link_player_2': 'https://www.hltv.org/player/21021/tr0jn', 'Name_player_3': ""Emrecan 'EMSTAR' Çalışkan"", 'Link_player_3': 'https://www.hltv.org/player/21023/emstar', 'Name_player_4': ""Ali 'Wicadia' Haydar Yalçın"", 'Link_player_4': 'https://www.hltv.org/player/21243/wicadia', 'Name_player_5': ""Samet 'jottAAA' Köklü"", 'Link_player_5': 'https://www.hltv.org/player/22361/jottaaa'}",https://www.hltv.org/team/11458/eternal-fire-academy
2023,january,2,#121,1PIN,"{'Name_player_1': ""Tobias 'shyyne' Sæther"", 'Link_player_1': 'https://www.hltv.org/player/17318/shyyne', 'Name_player_2': ""Oliver 'leaf' Jackson"", 'Link_player_2': 'https://www.hltv.org/player/18560/leaf', 'Name_player_3': ""Kristian 'Krs7N' Mladenov"", 'Link_player_3': 'https://www.hltv.org/player/20103/krs7n', 'Name_player_4': ""Ryan 'dox' Young"", 'Link_player_4': 'https://www.hltv.org/player/20359/dox', 'Name_player_5': ""Oscar 'AZUWU' Bell"", 'Link_player_5': 'https://www.hltv.org/player/22106/azuwu'}",https://www.hltv.org/team/11736/1pin
2023,january,2,#122,ThunderFlash,"{'Name_player_1': ""Maks 'maku' Wrześniewski"", 'Link_player_1': 'https://www.hltv.org/player/22009/maku', 'Name_player_2': ""Paweł 'pawkoem' Mitura"", 'Link_player_2': 'https://www.hltv.org/player/22010/pawkoem', 'Name_player_3': ""Mateusz 'asran' Niewiatowski"", 'Link_player_3': 'https://www.hltv.org/player/22013/asran', 'Name_player_4': ""Michał 'Mride' Idzikowski"", 'Link_player_4': 'https://www.hltv.org/player/22554/mride'}",https://www.hltv.org/team/11628/thunderflash
2023,january,2,#123,SKADE X,"{'Name_player_1': ""Erik 'truth' Hansen Dyrnes"", 'Link_player_1': 'https://www.hltv.org/player/9298/truth', 'Name_player_2': ""Ole 'Marcelious' Kristian Langan"", 'Link_player_2': 'https://www.hltv.org/player/14602/marcelious', 'Name_player_3': ""Jesper 'Jimbo' Kamsrud"", 'Link_player_3': 'https://www.hltv.org/player/15614/jimbo', 'Name_player_4': ""Sander 'Grus' Iversen"", 'Link_player_4': 'https://www.hltv.org/player/16462/grus', 'Name_player_5': ""Eskil 'LaX' Bjørnsen"", 'Link_player_5': 'https://www.hltv.org/player/18807/lax'}",https://www.hltv.org/team/11834/skade-x
2023,january,2,#124,Zero Tenacity,"{'Name_player_1': ""Filip 'aVN' Belojica"", 'Link_player_1': 'https://www.hltv.org/player/5351/avn', 'Name_player_2': ""Nemanja 'nEMANHA' Đukić"", 'Link_player_2': 'https://www.hltv.org/player/8311/nemanha', 'Name_player_3': ""Andrej 'Cjoffo' Šarac"", 'Link_player_3': 'https://www.hltv.org/player/21302/cjoffo', 'Name_player_4': ""Adin 'brutmonster' Husić"", 'Link_player_4': 'https://www.hltv.org/player/21783/brutmonster', 'Name_player_5': ""Saša 'simke' Simić"", 'Link_player_5': 'https://www.hltv.org/player/21784/simke'}",https://www.hltv.org/team/11523/zero-tenacity
2023,january,2,#125,The Union,"{'Name_player_1': ""Daniel 'DANVIET' Marques"", 'Link_player_1': 'https://www.hltv.org/player/16775/danviet', 'Name_player_2': ""Felipe 'nolkz' Rodrigues"", 'Link_player_2': 'https://www.hltv.org/player/17325/nolkz', 'Name_player_3': ""Guilherme 'roz' Pureza"", 'Link_player_3': 'https://www.hltv.org/player/19973/roz', 'Name_player_4': ""Leonardo 'Lcm' Moreira"", 'Link_player_4': 'https://www.hltv.org/player/20519/lcm', 'Name_player_5': ""Gabriel 'gbb' Pereira"", 'Link_player_5': 'https://www.hltv.org/player/20522/gbb'}",https://www.hltv.org/team/11306/the-union
2023,january,2,#126,1 JIN,"{'Name_player_1': ""Ahmed 'ayy' Mahmoud"", 'Link_player_1': 'https://www.hltv.org/player/20211/ayy', 'Name_player_2': ""Israel 'LEARSI' Vargas"", 'Link_player_2': 'https://www.hltv.org/player/20386/learsi', 'Name_player_3': ""Jason 'jason' Garcia"", 'Link_player_3': 'https://www.hltv.org/player/21120/jason', 'Name_player_4': ""Diego 'sacrifice' Camacho"", 'Link_player_4': 'https://www.hltv.org/player/21741/sacrifice'}",https://www.hltv.org/team/12038/1-jin
2023,january,2,#127,Katuna,"{'Name_player_1': ""Martin 'mar' Kuyumdjiev"", 'Link_player_1': 'https://www.hltv.org/player/13464/mar', 'Name_player_2': ""Kaloyan 'shaiK' Borisov"", 'Link_player_2': 'https://www.hltv.org/player/20114/shaik', 'Name_player_3': ""Milen 'milky' Iliev"", 'Link_player_3': 'https://www.hltv.org/player/20388/milky', 'Name_player_4': ""Mitko 'hybrid' Kostov"", 'Link_player_4': 'https://www.hltv.org/player/21345/hybrid', 'Name_player_5': ""Dimitar 'Skrimo' Yanulov"", 'Link_player_5': 'https://www.hltv.org/player/21657/skrimo'}",https://www.hltv.org/team/12068/katuna
2023,january,2,#128,Red Wolves,"{'Name_player_1': ""John 'Fatality' Owens"", 'Link_player_1': 'https://www.hltv.org/player/16162/fatality', 'Name_player_2': ""Sam 'sam' Donaldson"", 'Link_player_2': 'https://www.hltv.org/player/20784/sam', 'Name_player_3': ""Kameron 'K4mr0' Bouma"", 'Link_player_3': 'https://www.hltv.org/player/21453/k4mr0', 'Name_player_4': ""Xavier 'Locke' Barth"", 'Link_player_4': 'https://www.hltv.org/player/22349/locke', 'Name_player_5': ""Owen 'SummY' Mustard"", 'Link_player_5': 'https://www.hltv.org/player/22746/summy'}",https://www.hltv.org/team/11755/red-wolves
2023,january,2,#129,Rooster,"{'Name_player_1': ""Michael 'chelleos' Hawkins"", 'Link_player_1': 'https://www.hltv.org/player/12877/chelleos', 'Name_player_2': ""Akram 'ADK' Smida"", 'Link_player_2': 'https://www.hltv.org/player/17390/adk', 'Name_player_3': ""Corey 'nettik' Browne"", 'Link_player_3': 'https://www.hltv.org/player/18214/nettik', 'Name_player_4': ""Tyson 'asap' Paterson"", 'Link_player_4': 'https://www.hltv.org/player/18545/asap', 'Name_player_5': ""Tynan 'TjP' Purtell"", 'Link_player_5': 'https://www.hltv.org/player/20527/tjp'}",https://www.hltv.org/team/9881/rooster
2023,january,2,#130,Clutch,"{'Name_player_1': ""Munkhtamir 'tamir' Ganbaatar"", 'Link_player_1': 'https://www.hltv.org/player/9519/tamir', 'Name_player_2': ""Chinguun 'hasteka' Bayarmaa"", 'Link_player_2': 'https://www.hltv.org/player/12956/hasteka', 'Name_player_3': ""Munh-Undrah 'IZR' Hosbayr"", 'Link_player_3': 'https://www.hltv.org/player/13950/izr', 'Name_player_4': ""Temuulen 'starDUST' Erdenebayr"", 'Link_player_4': 'https://www.hltv.org/player/21402/stardust', 'Name_player_5': ""Usukhbayar '910' Banzragch"", 'Link_player_5': 'https://www.hltv.org/player/21809/910'}",https://www.hltv.org/team/11656/clutch
2023,january,2,#131,Viperio,"{'Name_player_1': ""Javier 'Ping' Griffiths"", 'Link_player_1': 'https://www.hltv.org/player/18804/ping', 'Name_player_2': ""Tom 'arTisT' Clarke"", 'Link_player_2': 'https://www.hltv.org/player/20336/artist', 'Name_player_3': ""Callum 'Girafffe' Jones"", 'Link_player_3': 'https://www.hltv.org/player/20340/girafffe', 'Name_player_4': ""Jack 'Gizmy' von Spreckelsen"", 'Link_player_4': 'https://www.hltv.org/player/21816/gizmy', 'Name_player_5': ""Marco 'MMS' Salomone"", 'Link_player_5': 'https://www.hltv.org/player/22043/mms'}",https://www.hltv.org/team/9506/viperio
2023,january,2,#132,Conquer,"{'Name_player_1': ""Eetu 'eDi' Astikainen"", 'Link_player_1': 'https://www.hltv.org/player/16556/edi', 'Name_player_2': ""Jere 'Elfern' Nissi"", 'Link_player_2': 'https://www.hltv.org/player/17593/elfern', 'Name_player_3': ""Niko 'Choco' Munukka"", 'Link_player_3': 'https://www.hltv.org/player/18557/choco', 'Name_player_4': ""Topi 'LYNXi' Kauppi"", 'Link_player_4': 'https://www.hltv.org/player/18898/lynxi', 'Name_player_5': ""Joel 'Jelo' Lentonen"", 'Link_player_5': 'https://www.hltv.org/player/19996/jelo'}",https://www.hltv.org/team/7434/conquer
2023,january,2,#133,REIGN,"{'Name_player_1': ""Caleb 'jchancE' Davis"", 'Link_player_1': 'https://www.hltv.org/player/13689/jchance', 'Name_player_2': ""Gabriel 'Gabe' Shah"", 'Link_player_2': 'https://www.hltv.org/player/20234/gabe', 'Name_player_3': ""Evan 'Fugi' Healy"", 'Link_player_3': 'https://www.hltv.org/player/21743/fugi', 'Name_player_4': ""Chance 'xaler' Palmer"", 'Link_player_4': 'https://www.hltv.org/player/21813/xaler', 'Name_player_5': ""John 'mds' Marin"", 'Link_player_5': 'https://www.hltv.org/player/22267/mds'}",https://www.hltv.org/team/11538/reign
2023,january,2,#134,FURIA Academy,"{'Name_player_1': ""Leonardo 'zmb' Toledo"", 'Link_player_1': 'https://www.hltv.org/player/14010/zmb', 'Name_player_2': ""Kaue 'kauez' Kaschuk"", 'Link_player_2': 'https://www.hltv.org/player/20085/kauez', 'Name_player_3': ""Bruno 'Bruninho' Rodrigues"", 'Link_player_3': 'https://www.hltv.org/player/20577/bruninho'}",https://www.hltv.org/team/8885/furia-academy
2023,january,2,#135,Juggernauts,"{'Name_player_1': ""Miloš 'dEE' Marčeta"", 'Link_player_1': 'https://www.hltv.org/player/4576/dee', 'Name_player_2': ""Ivan 'Rock1nG' Stratiev"", 'Link_player_2': 'https://www.hltv.org/player/10762/rock1ng', 'Name_player_3': ""Nemanja 'sarenii' Šarenac"", 'Link_player_3': 'https://www.hltv.org/player/18469/sarenii', 'Name_player_4': ""Dejan 'Katalic' Koprivica"", 'Link_player_4': 'https://www.hltv.org/player/18581/katalic', 'Name_player_5': ""Tim 'susp' Ångström"", 'Link_player_5': 'https://www.hltv.org/player/21163/susp'}",https://www.hltv.org/team/10509/juggernauts
2023,january,2,#136,Case,"{'Name_player_1': ""Lucas 'steel' Lopes"", 'Link_player_1': 'https://www.hltv.org/player/7382/steel', 'Name_player_2': ""Leonardo 'leo_drk' Oliveira"", 'Link_player_2': 'https://www.hltv.org/player/11329/leo-drk', 'Name_player_3': ""Rodrigo 'RCF' Figueiredo"", 'Link_player_3': 'https://www.hltv.org/player/11337/rcf', 'Name_player_4': ""Yan 'yepz' Pedretti"", 'Link_player_4': 'https://www.hltv.org/player/16954/yepz', 'Name_player_5': ""Lucas 'honda' Cano"", 'Link_player_5': 'https://www.hltv.org/player/20378/honda'}",https://www.hltv.org/team/10894/case
2023,january,2,#137,FUSION,"{'Name_player_1': ""Ezequiel 'KUN' Palmero"", 'Link_player_1': 'https://www.hltv.org/player/12375/kun', 'Name_player_2': ""Thomas 'christo' Navales"", 'Link_player_2': 'https://www.hltv.org/player/15687/christo', 'Name_player_3': ""Guido 'guidimon' Romano"", 'Link_player_3': 'https://www.hltv.org/player/17277/guidimon', 'Name_player_4': ""Nicolas 'BK1' Cespedes"", 'Link_player_4': 'https://www.hltv.org/player/19872/bk1', 'Name_player_5': ""Nazareno 'naz' Romero"", 'Link_player_5': 'https://www.hltv.org/player/21155/naz'}",https://www.hltv.org/team/11931/fusion
2023,january,2,#138,INTZ,"{'Name_player_1': ""William 'w1' Almasan"", 'Link_player_1': 'https://www.hltv.org/player/16831/w1', 'Name_player_2': ""Elitom 'TEKO' Lourenço"", 'Link_player_2': 'https://www.hltv.org/player/17130/teko', 'Name_player_3': ""Leonardo 'Leomonster' Enrique"", 'Link_player_3': 'https://www.hltv.org/player/17132/leomonster', 'Name_player_4': ""Emerson 'desh' Enrique"", 'Link_player_4': 'https://www.hltv.org/player/17133/desh', 'Name_player_5': ""Pedro 'bobz' Rocha"", 'Link_player_5': 'https://www.hltv.org/player/17215/bobz'}",https://www.hltv.org/team/6619/intz
2023,january,2,#139,Mad Kings,"{'Name_player_1': ""Antonio 'zockie' Montañez"", 'Link_player_1': 'https://www.hltv.org/player/11532/zockie', 'Name_player_2': ""Juan 'Slayerhz' Rodriguez"", 'Link_player_2': 'https://www.hltv.org/player/17539/slayerhz', 'Name_player_3': ""Jesus 'Knight' Rosales Ruiz"", 'Link_player_3': 'https://www.hltv.org/player/19889/knight', 'Name_player_4': ""Sebastián 'KOT3' Mejía"", 'Link_player_4': 'https://www.hltv.org/player/19898/kot3', 'Name_player_5': ""Steve 'BabyRage' Vilca"", 'Link_player_5': 'https://www.hltv.org/player/21643/babyrage'}",https://www.hltv.org/team/8557/mad-kings
2023,january,2,#140,eMasters,"{'Name_player_1': ""Emyr 'eMy' Green"", 'Link_player_1': 'https://www.hltv.org/player/18256/emy', 'Name_player_2': ""ManHo 'mrhui' Hui"", 'Link_player_2': 'https://www.hltv.org/player/18259/mrhui', 'Name_player_3': ""Jack 'DeXter' Hepple"", 'Link_player_3': 'https://www.hltv.org/player/18268/dexter', 'Name_player_4': ""Reegan 'ReegaN' Ward"", 'Link_player_4': 'https://www.hltv.org/player/20655/reegan', 'Name_player_5': ""Harry 'moshi' Raines"", 'Link_player_5': 'https://www.hltv.org/player/21502/moshi'}",https://www.hltv.org/team/12003/emasters
2023,january,2,#141,yellow,"{'Name_player_1': ""Adam 'cookie' Cook"", 'Link_player_1': 'https://www.hltv.org/player/9144/cookie', 'Name_player_2': ""David 'cheeseball' Shiell"", 'Link_player_2': 'https://www.hltv.org/player/16031/cheeseball', 'Name_player_3': ""Tsz 'sunshinez' Yu Song"", 'Link_player_3': 'https://www.hltv.org/player/21293/sunshinez', 'Name_player_4': ""Vincent 'forevint' Rusli"", 'Link_player_4': 'https://www.hltv.org/player/21472/forevint'}",https://www.hltv.org/team/11423/yellow
2023,january,2,#142,ODDIK,"{'Name_player_1': ""Victor 'remix' Monteiro"", 'Link_player_1': 'https://www.hltv.org/player/2544/remix', 'Name_player_2': ""João 'naitte' Maia"", 'Link_player_2': 'https://www.hltv.org/player/17181/naitte', 'Name_player_3': ""Victor 'vLa' Luiz"", 'Link_player_3': 'https://www.hltv.org/player/17225/vla', 'Name_player_4': ""Felipe 'RICIOLI' Ricioli"", 'Link_player_4': 'https://www.hltv.org/player/18875/ricioli', 'Name_player_5': ""Nicolas 'r1see' Kubitza"", 'Link_player_5': 'https://www.hltv.org/player/21915/r1see'}",https://www.hltv.org/team/11768/oddik
2023,january,2,#143,Orion,"{'Name_player_1': ""Leo 'Laboom' Rigamonti"", 'Link_player_1': 'https://www.hltv.org/player/22120/laboom', 'Name_player_2': ""Nicholas 'Lysander' LaValley"", 'Link_player_2': 'https://www.hltv.org/player/22122/lysander', 'Name_player_3': ""Noah 'z0mb1e' Velez"", 'Link_player_3': 'https://www.hltv.org/player/22789/z0mb1e', 'Name_player_4': ""Leonardo 'Domestic' Ologundudu"", 'Link_player_4': 'https://www.hltv.org/player/22790/domestic', 'Name_player_5': ""Lucas 'SopraN' Brown"", 'Link_player_5': 'https://www.hltv.org/player/22791/sopran'}",https://www.hltv.org/team/10707/orion
2023,january,2,#144,Kalbos Egzaminas,"{'Name_player_1': ""Aurimas 'Kvik' Kvakšys"", 'Link_player_1': 'https://www.hltv.org/player/8459/kvik', 'Name_player_2': ""Tomas 'Prochas' Prochorenko"", 'Link_player_2': 'https://www.hltv.org/player/13193/prochas', 'Name_player_3': ""Ernestas 'yakuza' Veržinskis"", 'Link_player_3': 'https://www.hltv.org/player/21216/yakuza', 'Name_player_4': ""Lukas 'luccs' Zdanavičius"", 'Link_player_4': 'https://www.hltv.org/player/22190/luccs'}",https://www.hltv.org/team/11892/kalbos-egzaminas
